"KW","Aboriginal Employment Scheme","ISO2788","0","",""
"RT","BUDGETING"
"RT","FINANCIAL STATEMENTS"
"RT","PAYMENTS"
"RT","PROCEDURES"
"RT","SALARIES"
"ST","Bills (accounts)"
"ST","Funds (money)"
"SN","The process of collecting, recording, classifying, summarising and analysing"
"SN","information on financial transactions, and subsequently on the financial"
"SN","position and operating results of the organisation. Includes financial"
"SN","statements, and the implementation, maintenance, monitoring and auditing of"
"SN","the organisation's accounting systems and internal controls. See FINANCIAL"
"SN","STATEMENTS for annual statements of accounts. Tip: Classify documentation"
"SN","relating to approvals for purchases etc. under the relevant keyword."

"KW","Accreditation","ISO2788","0","",""
"BT","COMPLIANCE"
"RT","Quality"

"KW","Accrual","ISO2788","0","",""
"BT","ACCOUNTING"
"BT","LEAVE"

"KW","Accuracy Monitors","ISO2788","0","",""
"BT","DATABASE MANAGEMENT"
"BT","IMPLEMENTATION"
"BT","OPERATIONS"
"BT","PLANNING"
"SN","Method of checking that a product or service conforms to the specified"
"SN","requirements. Includes activities which encompass steps taken to improve the"
"SN","accuracy of data to ensure the value of the data."

"KW","ACQUISITION","ISO2788","0","",""
"BT","EQUIPMENT & STORES"
"BT","FINANCIAL MANAGEMENT"
"BT","FLEET MANAGEMENT"
"BT","INFORMATION MANAGEMENT"
"BT","PROPERTY MANAGEMENT"
"BT","TECHNOLOGY & TELECOMMUNICATIONS"
"NT","Annual Report"
"NT","Appliances"
"NT","Brochures"
"NT","Building Materials"
"NT","Catalogues"
"NT","Exchanges"
"NT","First Aid"
"NT","Fuel"
"NT","Furnishings"
"NT","Furniture"
"NT","Hardware (computers)"
"NT","Inter-Library Loans (ILL)"
"NT","Internet"
"NT","Intranet"
"NT","LAN"
"NT","Land Titles"
"NT","Library Materials"
"NT","Listservs"
"NT","Loans"
"NT","Manuals"
"NT","Newscuttings"
"NT","Newsletters"
"NT","Order Forms"
"NT","Publications"
"NT","Purchases"
"NT","Real Estate"
"NT","Records"
"NT","Requisitions"
"NT","Software"
"NT","Stationery"
"NT","Subscriptions"
"NT","Thesaurus"
"NT","Vehicles"
"NT","Voice Mail"
"NT","WAN"
"RT","LEASING"
"RT","TENDERING"
"SN","The process of gaining ownership or use of property and other items required"
"SN","in the conduct of business through purchase or requisitions. Add the  type"
"SN","of acquisition as free text. See LEASING for leasing items, equipment,"
"SN","accommodation or property from another organisation. See DONATIONS for the"
"SN","acquisition of property and items by donation. See CONTRACTING-OUT for"
"SN","obtaining the services of consultants. See TENDERING for the process of"
"SN","receiving and assessing tenders. Once the tender has been decided, the"
"SN","activity descriptor ACQUISITION may be used."

"KW","ACT","ISO2788","0","",""
"BT","COMPLIANCE"
"BT","LEGISLATION"
"ST","Australian Capital Territory (ACT)"
"SN","An abbreviation for Australian Capital Territory. Permitted abbreviation."

"KW","Acts (parliamentary)","ISO2788","0","",""
"BT","ADVICE"
"BT","COMPLIANCE"
"BT","LEGISLATION"
"ST","Acts of Parliament"
"SN","Add the name and year of the Act as free text."

"ST","Acts of Parliament","ISO2788","0","",""
"UF","Acts (parliamentary)"
"UF","LEGISLATION"

"ST","Additions","ISO2788","0","",""
"UF","Extensions"

"KW","Address Lists","ISO2788","0","",""
"BT","CONTRACTING-OUT"
"BT","DISTRIBUTION"
"BT","EMPLOYMENT CONDITIONS"
"BT","GREETINGS"
"BT","REPRESENTATIVES"
"ST","Addresses (postal)"
"SN","See Christmas cards for address lists for Christmas cards."

"ST","Addresses (postal)","ISO2788","0","",""
"UF","Address Lists"

"KW","ADDRESSES (presentations)","ISO2788","0","",""
"BT","COMMUNITY RELATIONS"
"BT","GOVERNMENT RELATIONS"
"BT","STAFF DEVELOPMENT"
"NT","Seminars"
"RT","CELEBRATIONS"
"RT","CEREMONIES"
"RT","FUNCTIONS (social)"
"RT","PUBLICATION"
"ST","Minister's Addresses/Speeches"
"ST","Premier's Addresses/Speeches"
"ST","Speeches"
"ST","Talks (lectures)"
"SN","The activity of giving addresses for training, professional, community"
"SN","relations or sales purposes. Includes speeches and multi-media"
"SN","presentations. Add the title of the address as free text. See PUBLICATION"
"SN","for the publication of addresses by the organisation. See TRAINING for"
"SN","training the organisation's personnel."

"KW","Addressing (correspondence)","ISO2788","0","",""
"BT","CORPORATE STYLE"

"KW","Administrative Appeals Tribunal","ISO2788","0","",""
"BT","APPEALS (decisions)"
"BT","CORRUPTION"
"BT","LITIGATION"

"ST","Administrative Structure","ISO2788","0","",""
"UF","ESTABLISHMENT"

"ST","ADR","ISO2788","0","",""
"UF","Alternate Dispute Resolution (ADR)"
"SN","An abbreviation for Alternate Dispute Resolution."

"ST","Ads","ISO2788","0","",""
"UF","Advertising"

"KW","Advances (financial)","ISO2788","0","",""
"BT","ACCOUNTING"
"BT","ALLOWANCES"

"ST","Advertisements","ISO2788","0","",""
"UF","Advertising"

"KW","Advertising","ISO2788","0","",""
"BT","CONTRACTING-OUT"
"BT","MARKETING"
"BT","PLANNING"
"BT","POLICY"
"BT","RECRUITMENT"
"RT","Brochures"
"RT","Campaigns"
"ST","Ads"
"ST","Advertisements"
"ST","Promotions"
"ST","Publicity"
"SN","Tip: Add the subject descriptor Campaigns for advertising campaigns."

"KW","ADVICE","ISO2788","0","",""
"BT","COMPENSATION"
"BT","FINANCIAL MANAGEMENT"
"BT","GOVERNMENT RELATIONS"
"BT","INDUSTRIAL RELATIONS"
"BT","LEGAL SERVICES"
"BT","TECHNOLOGY & TELECOMMUNICATIONS"
"NT","Acts (parliamentary)"
"NT","Bills (parliamentary)"
"NT","By-laws"
"NT","Freedom of Information (FOI)"
"NT","Loans"
"NT","Ministerial Certificates"
"NT","Unions"
"RT","JOINT VENTURES"
"RT","LIAISON"
"ST","Advisings (legal opinions)"
"ST","Consultations (advice)"
"ST","Crown Solicitor's Advisings"
"ST","Guidance (advice to/from departments)"
"ST","Legal Matters"
"ST","Opinions"
"SN","The activities associated with offering opinions by or to the organisation"
"SN","as to an action or judgement. Includes the process of advising. See"
"SN","PERSONNEL - COUNSELLING for advice given to individuals on personnel "
"SN","matters. See GOVERNMENT RELATIONS - REPORTING where the organisation is"
"SN","responding to the Government's request for advice or comments. Tip: LEGAL"
"SN","SERVICES - ADVICE may be used for legal advice furnished to the organisation"
"SN","by external and internal sources."

"ST","Advisings (legal opinions)","ISO2788","0","",""
"UF","ADVICE"

"ST","Advisors (external to the agency)","ISO2788","0","",""
"UF","Consultants"

"ST","Advisory Committees","ISO2788","0","",""
"UF","COMMITTEES"

"ST","Advisory Councils","ISO2788","0","",""
"UF","COMMITTEES"

"KW","Affirmative Action","ISO2788","0","",""
"BT","COMMITTEES"
"BT","COMPLIANCE"
"BT","PLANNING"
"BT","POLICY"
"BT","PROCEDURES"
"BT","REPORTING"
"RT","Access and Equity"
"RT","Discrimination"
"RT","Equal Employment Opportunity (EEO)"
"RT","Ethnic Affairs"
"SN","Taking positive steps by means of legislative reform and management"
"SN","programs, in order to incorporate equity principles and practices and"
"SN","evaluate outcomes for fair employment procedures and outcomes for all"
"SN","employees of the organisation."

"KW","After Hours Support","ISO2788","0","",""
"BT","CUSTOMER SERVICE"
"BT","OPERATIONS"
"BT","SECURITY"
"RT","Access"
"RT","Help/Information Desks"

"KW","Agenda","ISO2788","0","",""
"BT","COMMITTEES"
"BT","MEETINGS"

"KW","AGREEMENTS","ISO2788","0","",""
"BT","COMPENSATION"
"BT","EQUIPMENT & STORES"
"BT","GOVERNMENT RELATIONS"
"BT","INDUSTRIAL RELATIONS"
"BT","LEGAL SERVICES"
"BT","PUBLICATION"
"BT","STRATEGIC MANAGEMENT"
"NT","Awards (industrial)"
"NT","Conciliation"
"NT","Determinations"
"NT","Ethnic Affairs"
"NT","Master Copies"
"NT","Sponsorship"
"NT","Unions"
"RT","JOINT VENTURES"
"ST","Settlements (strikes)"
"SN","The processes associated with the establishment, maintenance, review and"
"SN","negotiation of agreements. See JOINT VENTURES for agreements relating to"
"SN","joint ventures. See Contracts for formal agreements. See Service Agreements"
"SN","for service agreements. See Bonds for monetary agreements. See PERSONNEL -"
"SN","EMPLOYMENT CONDITIONS - Performance Agreements for performance agreements."
"SN","Tip: Add the name of the agreement or parties to the agreement as free text."

"ST","Agreements (bonds)","ISO2788","0","",""
"UF","Bonds (agreements)"

"ST","Agreements (contracts)","ISO2788","0","",""
"UF","Contracts"

"KW","Aids","ISO2788","0","",""
"BT","TRAINING"
"SN","Props or devices used to assist training."

"KW","Air Conditioning","ISO2788","0","",""
"BT","INSTALLATION"
"BT","MAINTENANCE"
"ST","Temperature Control"

"KW","Alarms","ISO2788","0","",""
"BT","SECURITY"

"KW","Allegations","ISO2788","0","",""
"BT","GRIEVANCES"
"BT","PUBLIC REACTION"

"KW","ALLOCATION","ISO2788","0","",""
"BT","EQUIPMENT & STORES"
"BT","FINANCIAL MANAGEMENT"
"NT","Financial Assistance"
"RT","BUDGETING"
"RT","GRANT FUNDING"
"ST","Supply"
"SN","The process of assigning of money, items, or equipment to employees or"
"SN","organisational units. See FINANCIAL MANAGEMENT - GRANT FUNDING for "
"SN","allocation of money to the organisation in the form of grants. Tip:"
"SN","FINANCIAL MANAGEMENT - ALLOCATION may be used for Treasury allocations in"
"SN","response to the organisation's budget request."

"KW","ALLOWANCES","ISO2788","0","",""
"BT","FLEET MANAGEMENT"
"BT","INDUSTRIAL RELATIONS"
"BT","PERSONNEL"
"BT","STAFF DEVELOPMENT"
"NT","Advances (financial)"
"NT","Entitlements"
"NT","Higher Duties"
"NT","Tollpasses"
"NT","Travel"
"NT","Volunteers"
"SN","The activities involved in arranging and managing money paid to employees in"
"SN","addition to salary to cover expenses incurred in the course of employment,"
"SN","e.g. travelling allowances.  The type of allowances and the maximum amounts"
"SN","payable are defined by the Personnel Handbook."

"KW","Alterations","ISO2788","0","",""
"BT","CONSTRUCTION"
"BT","FIT-OUTS"
"RT","Specifications"
"ST","Building (conversion work)"
"ST","Changes"
"ST","Conversions"
"ST","Renovations"
"SN","Changes made to a physical object without changing the nature of the object"
"SN","itself."

"KW","Alternate Dispute Resolution (ADR)","ISO2788","0","",""
"BT","CUSTOMER SERVICE"
"BT","INDUSTRIAL ACTION"
"BT","POLICY"
"RT","Arbitration"
"ST","ADR"

"KW","Amalgamations","ISO2788","0","",""
"BT","RESTRUCTURING"
"SN","Refers to amalgamations of entire governments and parts of government and"
"SN","other organisations."

"KW","Amendments","ISO2788","0","",""
"BT","LEGISLATION"
"ST","Changes"
"SN","Changes to an Act, Regulation, or Bill."

"KW","Amenities","ISO2788","0","",""
"BT","CONSTRUCTION"
"BT","MAINTENANCE"
"RT","Closure"
"ST","Cafeterias"
"SN","Recreational areas, equipment and stores provided for personnel, visitors"
"SN","and persons served by the organisation. Includes playing fields, recreation"
"SN","rooms, toilets, kitchens, snack bars etc. See Facilities for work areas"
"SN","provided separate to general office working areas like conference rooms and"
"SN","reception areas. Tip: As an alternative, add the type of amenity as free"
"SN","text e.g. PROPERTY MANAGEMENT - MAINTENANCE - Gymnasium (GYM)."

"KW","Annual Report","ISO2788","0","",""
"BT","ACQUISITION"
"BT","DRAFTING"
"BT","MEETINGS"
"BT","PRODUCTION"
"BT","REPORTING"
"SN","Tip: PUBLICATION -DRAFTING - Annual Report may be used for the drafting"
"SN","process, and PUBLICATION - PRODUCTION - Annual Report for the design of the"
"SN","Annual Report. GOVERNMENT RELATIONS - REPORTING - Annual Report may be used"
"SN","for the submission of the final report to the Minister. INFORMATION"
"SN","MANAGEMENT - ACQUISITION  may be used for classifying correspondence"
"SN","regarding reports received by the organisation. Place the reports in the"
"SN","organisation's library or information centre. Link the file and reports"
"SN","intellectually."

"KW","Anti-Discrimination","ISO2788","0","",""
"BT","IMPLEMENTATION"
"BT","POLICY"
"BT","PROCEDURES"
"BT","REVIEWING"
"RT","Access and Equity"
"RT","Anti-Discrimination Board"
"RT","Discrimination"
"RT","Equal Employment Opportunity (EEO)"
"RT","Equal Opportunity Tribunal"
"RT","Harassment"
"RT","Persons with Disabilities"
"SN","Measures taken to prevent discrimination in the workplace. See"
"SN","Discrimination for claims, discipline and grievances regrading"
"SN","discrimination in the workplace."

"KW","Anti-Discrimination Board","ISO2788","0","",""
"BT","GRIEVANCES"
"RT","Anti-Discrimination"
"RT","Equal Opportunity Tribunal"
"SN","The Board investigates and conciliates complaints under the"
"SN","Anti-Discrimination Act. Complaints may be referred, following"
"SN","investigation, to the Equal Opportunity Tribunal."

"KW","Appeal Book","ISO2788","0","",""
"BT","APPEALS (decisions)"

"KW","APPEALS (decisions)","ISO2788","0","",""
"BT","COMPENSATION"
"BT","INDUSTRIAL RELATIONS"
"BT","INFORMATION MANAGEMENT"
"BT","PERSONNEL"
"NT","Administrative Appeals Tribunal"
"NT","Appeal Book"
"NT","Freedom of Information (FOI)"
"NT","GREAT"
"NT","Legal Representation"
"NT","Offences"
"NT","Reinstatement"
"NT","Tribunals"
"RT","Determinations"
"ST","Hearings (appeals)"
"SN","The activities involved in the process of appeals against decisions by"
"SN","application to a higher authority. See INFORMATION MANAGEMENT - CASES -"
"SN","Freedom of Information (FOI) for appeals relating to Freedom of Information"
"SN","(FOI) applications where the case needs to be handled on the same file, for"
"SN","legislative or operational reasons. See COMPENSATION - CASES for appeals"
"SN","relating to compensation claims and payments where the case needs to be"
"SN","handeld on the same file, for legislative or operational reasons. See"
"SN","PERSONNEL - RECRUITMENT for appeals relating to recruitment. See PERSONNEL -"
"SN","DISCIPLINE for disciplinary appeals."

"KW","Appliances","ISO2788","0","",""
"BT","ACQUISITION"
"BT","DISPOSAL"

"ST","Applicants","ISO2788","0","",""
"UF","Applications"

"KW","APPLICATION DEVELOPMENT","ISO2788","0","",""
"BT","TECHNOLOGY & TELECOMMUNICATIONS"
"NT","Business Case"
"NT","Cost Benefit Analysis"
"NT","Data Dictionaries"
"NT","Feasibility Studies"
"NT","Licences"
"NT","Manuals"
"NT","Metadata Management"
"NT","Performance Indicators"
"NT","Pilots"
"NT","Post Implementation Review"
"NT","Prototypes"
"NT","Software"
"NT","Specifications"
"NT","Surveys"
"NT","Systems Integration"
"NT","Tests"
"NT","User Requirements"
"NT","Web Sites"
"RT","DATABASE MANAGEMENT"
"SN","The activities associated with developing software and programming codes to"
"SN","run business applications. Includes specifications, testing, pilots,"
"SN","prototyping and metadata requirements."

"ST","Application Software","ISO2788","0","",""
"UF","Software"

"KW","Applications","ISO2788","0","",""
"BT","ARRANGEMENTS"
"BT","CLAIMS"
"BT","COMMITTEES"
"BT","CONSERVATION"
"BT","GRANT FUNDING"
"BT","PRIVACY"
"BT","RECRUITMENT"
"ST","Applicants"
"SN","Applications relating to compensation claims, Freedom of Information"
"SN","requests etc. Add the type of application as free text if necessary. Tip:"
"SN","Place successful job applications on the appropriate personal file. Place"
"SN","lists of applicants and selection reports on the relevant RECRUITMENT file."

"KW","Appointments","ISO2788","0","",""
"BT","ARRANGEMENTS"
"BT","COMMITTEES"
"BT","EMPLOYMENT CONDITIONS"
"ST","Permanent Appointments"
"SN","Tip: Place correspondence on appointments of personnel on the relevant"
"SN","personal file."

"KW","Appreciation (letters)","ISO2788","0","",""
"BT","GREETINGS"
"BT","PUBLIC REACTION"
"ST","Compliments"
"ST","Congratulations (letters)"

"KW","Apprenticeships","ISO2788","0","",""
"BT","EMPLOYMENT CONDITIONS"
"RT","Cadets/Cadetships (personnel)"
"RT","Traineeships"
"SN","System by which personnel learn a specified trade through attendance at a"
"SN","tertiary course and by working at the trade under the supervision of a"
"SN","skilled tradesperson within the organisation. Excludes cadetships or"
"SN","traineeships."

"KW","Appropriations","ISO2788","0","",""
"BT","BUDGETING"
"BT","TREASURY MANAGEMENT"
"RT","Capital Works"
"SN","Additional money allocated from Treasury from the Consolidated Fund for the"
"SN","purpose of funding capital works and services or other activities of a"
"SN","recurrent nature."

"ST","Approvals (of funds, etc.)","ISO2788","0","",""
"UF","AUTHORISATION"

"KW","Arbitration","ISO2788","0","",""
"BT","DISPUTES"
"BT","LITIGATION"
"BT","POLICY"
"BT","PROCEDURES"
"RT","Alternate Dispute Resolution (ADR)"
"ST","Reconciliation (arbitration)"
"SN","The formal process of settling disputes between different parties after"
"SN","concilatory talks have failed, by reference to an impartial third party such"
"SN","as the Industrial Commission or the Conciliation Commission."

"KW","Archives","ISO2788","0","",""
"BT","COMMITTEES"
"BT","COMPLIANCE"
"BT","CONSERVATION"
"BT","CONTRACTING-OUT"
"BT","CONTROL"
"BT","CUSTOMER SERVICE"
"BT","DISPOSAL"
"BT","DONATIONS"
"BT","ENQUIRIES"
"BT","INVENTORY"
"BT","MEETINGS"
"BT","PLANNING"
"BT","POLICY"
"BT","PROCEDURES"
"BT","REPORTING"
"BT","RISK MANAGEMENT"
"BT","SECURITY"
"BT","STANDARDS"
"RT","Classification"
"RT","Finding Aids"
"RT","Freedom of Information (FOI)"
"RT","Library Materials"
"RT","Records"
"RT","Storage (areas)"
"RT","Vital Records"
"SN","Records appraised as having continuing value. Includes strategies, policies"
"SN","and procedures to ensure the identification, creation and management of"
"SN","archives."

"ST","Arraignments","ISO2788","0","",""
"UF","LITIGATION"

"KW","ARRANGEMENTS","ISO2788","0","",""
"BT","COMMUNITY RELATIONS"
"BT","EQUIPMENT & STORES"
"BT","FLEET MANAGEMENT"
"BT","PERSONNEL"
"NT","Applications"
"NT","Appointments"
"NT","Bookings"
"NT","Facilities"
"NT","Funerals"
"NT","Garages"
"NT","Guest Lists"
"NT","Hotels/Motels"
"NT","Itineraries"
"NT","Parking"
"NT","Passports"
"NT","Private Vehicles"
"NT","Registration"
"NT","Running Sheets"
"NT","Schedules"
"NT","Travel"
"NT","Vehicles"
"RT","MOVING"
"ST","Car Parking Spaces"
"SN","The activities involved in arranging for a journey or trip. Includes"
"SN","preparing travel itineraries, authorisations, entitlements etc. Also"
"SN","includes arrangements made for the delivery of equipment or goods and the"
"SN","usage made of facilities, vehicles, equipment and space. See FUNCTIONS"
"SN","(social) for arrangements for social functions. See CELEBRATIONS for"
"SN","arrangements for celebrations. See CEREMONIES for arrangements for"
"SN","ceremonies. See CONFERENCES for arrangements for conferences. Tip: For"
"SN","travel arrangements, use the relevant keyword and activity descriptor. For"
"SN","example, STAFF DEVELOPMENT - CONFERENCES. PERSONNEL - ARRANGEMENTS - Travel"
"SN","may be used if the organisation wishes to document copies of all travel"
"SN","arrangements on one file. Classify travel arrangements for those who are not"
"SN","personnel with terms from the organisation's functional thesaurus."

"KW","Arrears (payment)","ISO2788","0","",""
"BT","ACCOUNTING"
"BT","PAYMENTS"
"SN","A debt which has remained unpaid though due."

"KW","Artwork","ISO2788","0","",""
"BT","PRODUCTION"

"ST","Assessments","ISO2788","0","",""
"UF","EVALUATION"
"UF","PERFORMANCE MANAGEMENT"

"KW","ASSET MANAGEMENT","ISO2788","0","KEYWORD",""
"SN","This keyword has been removed from the 1998 version of Keyword AAA. See"
"SN","FINANCIAL MANAGEMENT - ASSET REGISTER for the monitoring and assessment of"
"SN","the assets of the organisation. See the relevant keyword (EQUIPMENT AND"
"SN","STORES, FLEET MANAGEMENT, PROPERTY MANAGEMENT or TECHNOLOGY &"
"SN","TELECOMMUNICATIONS) for operational activities, such as the acquisition,"
"SN","operation, maintenance, and disposal of assets."

"KW","ASSET REGISTER","ISO2788","0","",""
"BT","FINANCIAL MANAGEMENT"
"NT","Plant Cards"
"NT","Real Estate"
"SN","The activities involved in recording in a subsidary ledger all fixed assets"
"SN","owned by the organisation.  Includes the date of purchase, depreciation"
"SN","expense, written down value as well as stocktaking and auditing notations."
"SN","Tip: Fixed assets include physical facilities such as land, buildings,"
"SN","factories, roads, schools, and their infrastructure, and products of value"
"SN","such as vehicles, technological equipment and other equipment with an"
"SN","economic life of over 12 months. Tip: For operational activities, such as"
"SN","the acquisition, operation, maintenance and disposal of assets use the"
"SN","relevant keyword (EQUIPMENT AND STORES, FLEET MANAGEMENT, PROPERTY"
"SN","MANAGEMENT or TECHNOLOGY & TELECOMMINCATIONS)."

"KW","Attendance","ISO2788","0","",""
"BT","COMMITTEES"
"BT","CONFERENCES"
"BT","EMPLOYMENT CONDITIONS"
"BT","MEETINGS"
"BT","TRAINING"
"SN","Place correspondence on attendance at work or on courses/conferences etc."
"SN","under the relevant keyword."

"ST","Attendance Sheets (flexible hours system)","ISO2788","0","",""
"UF","Flexible Hours"
"UF","Working Hours"

"KW","Auctions","ISO2788","0","",""
"BT","DISPOSAL"

"KW","AUDIT","ISO2788","0","",""
"BT","EQUIPMENT & STORES"
"BT","FINANCIAL MANAGEMENT"
"BT","INFORMATION MANAGEMENT"
"BT","OCCUPATIONAL HEALTH & SAFETY (OH&S)"
"BT","STAFF DEVELOPMENT"
"BT","STRATEGIC MANAGEMENT"
"BT","TECHNOLOGY & TELECOMMUNICATIONS"
"NT","Accountable Books & Forms"
"NT","Misappropriations"
"NT","Quality"
"NT","Records"
"NT","Skill Assessment"
"NT","Software"
"RT","COMPLIANCE"
"RT","CONTROL"
"RT","IMPLEMENTATION"
"RT","INSPECTIONS"
"RT","STANDARDS"
"SN","The activities associated with officially checking financial, quality"
"SN","assurance and operational records to ensure they have been kept and"
"SN","maintained in accordance with agreed or legislated standards and correctly"
"SN","record the events, processes and business of the organisation in a specified"
"SN","period. Includes compliance audits, financial audits, operational audits,"
"SN","recordkeeping audits, skills audits, system audits and quality assurance"
"SN","audits. See COMPLIANCE for complying with standards and requirements. See"
"SN","IMPLEMENTATION for the implementation and monitoring of processes, programs"
"SN","and services. See STANDARDS for the standards against which the project or"
"SN","procedure is being audited. See INSPECTIONS for examinations of equipment,"
"SN","items and facilities. Tip: If one of the functions of the organisation is to"
"SN","audit other organisations, classify with terms from the organisation's"
"SN","functional thesaurus."

"ST","Australia Post Services","ISO2788","0","",""
"UF","Mail Services"

"ST","Australian Capital Territory (ACT)","ISO2788","0","",""
"UF","ACT"

"ST","Australian Government","ISO2788","0","",""
"UF","Commonwealth"

"KW","AUTHORISATION","ISO2788","0","",""
"BT","FINANCIAL MANAGEMENT"
"BT","FLEET MANAGEMENT"
"BT","PERSONNEL"
"NT","Bonds (agreements)"
"NT","Delegations (authority)"
"NT","Travel"
"RT","ACCOUNTING"
"ST","Approvals (of funds, etc.)"
"ST","Permission"
"ST","Warrants (authorisations)"
"SN","The process of seeking and granting permission to undertake requested "
"SN","action."

"ST","Awards (honours)","ISO2788","0","",""
"UF","Honours"

"KW","Awards (industrial)","ISO2788","0","",""
"BT","AGREEMENTS"
"ST","Conditions of Employment"
"ST","Industrial Awards"

"ST","Awards (prizes)","ISO2788","0","",""
"UF","Prizes"

"ST","Awards (scholarships)","ISO2788","0","",""
"UF","Scholarships"

"KW","Backups","ISO2788","0","",""
"BT","DATABASE MANAGEMENT"
"RT","Counter Disaster Plan"
"RT","Essential Services Contingency Plan"
"SN","Duplicate copies of networks, programs or data files which are made in order"
"SN","to prevent loss or damage to the originals."

"KW","Balance Sheets","ISO2788","0","",""
"BT","ACCOUNTING"
"BT","BUDGETING"
"BT","FINANCIAL STATEMENTS"
"SN","Statements of financial position, on specified dates, consisting of lists of"
"SN","assets and liabilities and set out in such a way that the total of each is"
"SN","equal or in balance."

"KW","Bank Accounts","ISO2788","0","",""
"BT","ACCOUNTING"
"BT","SALARIES"
"RT","Banking"
"RT","Payroll"
"SN","The opening and maintenance of bank accounts. Tip: Create a separate file"
"SN","for each bank account."

"KW","Banking","ISO2788","0","",""
"BT","ACCOUNTING"
"BT","SALARIES"
"RT","Bank Accounts"
"RT","Payroll"
"SN","Includes the process of banking, e.g. designations, signatures etc."

"ST","Barcode Readers","ISO2788","0","",""
"UF","Barcoding"

"ST","Barcodes","ISO2788","0","",""
"UF","Barcoding"

"KW","Barcoding","ISO2788","0","",""
"BT","CONTROL"
"ST","Barcode Readers"
"ST","Barcodes"

"KW","Barriers (overtime, etc.)","ISO2788","0","",""
"BT","EMPLOYMENT CONDITIONS"
"SN","Points which cannot be exceeded, e.g. cut-off rates prescribed in an award."

"ST","Benchmarks","ISO2788","0","",""
"UF","STANDARDS"

"ST","Benefits (financial assistance)","ISO2788","0","",""
"UF","Financial Assistance"

"KW","Bequests","ISO2788","0","",""
"BT","DONATIONS"
"RT","Trusts"
"SN","Gifts of money, personal property or real property etc., willed to the"
"SN","organisation. Excludes Trusts."

"ST","Bills (accounts)","ISO2788","0","",""
"UF","ACCOUNTING"

"KW","Bills (parliamentary)","ISO2788","0","",""
"BT","ADVICE"
